2.935000000000000053e+00,9.643999999999999773e+01,9.231000000000000227e+01,1.406700000000000017e+01,4.066700000000000159e+01,5.305000000000000000e+02,1.983999999999999986e+01,3.000000000000000000e+01
1.600000000000000089e+00,9.306000000000000227e+01,8.056000000000000227e+01,3.339999999999999858e+01,4.543299999999999983e+01,2.444699999999999989e+02,0.000000000000000000e+00,3.000000000000000000e+01
2.444999999999999840e+00,9.573000000000000398e+01,9.010999999999999943e+01,2.046699999999999875e+01,4.700000000000000000e+01,3.250299999999999727e+02,4.839999999999999858e+00,3.000000000000000000e+01
1.449999999999999956e+00,9.234000000000000341e+01,8.090999999999999659e+01,3.089999999999999858e+01,4.346699999999999875e+01,2.390999999999999943e+02,0.000000000000000000e+00,3.000000000000000000e+01
2.524999999999999911e+00,9.643000000000000682e+01,8.423999999999999488e+01,2.463299999999999912e+01,6.143299999999999983e+01,2.620699999999999932e+02,2.212000000000000099e+01,3.000000000000000000e+01
1.540000000000000036e+00,9.278000000000000114e+01,8.231000000000000227e+01,3.786999999999999744e+01,5.836699999999999733e+01,2.335300000000000011e+02,0.000000000000000000e+00,3.000000000000000000e+01
2.725000000000000089e+00,9.617000000000000171e+01,9.459000000000000341e+01,2.933299999999999841e+01,6.713299999999999557e+01,2.346699999999999875e+02,2.500000000000000000e+00,3.000000000000000000e+01
1.084999999999999964e+00,8.976000000000000512e+01,7.445999999999999375e+01,2.103000000000000114e+01,1.830000000000000071e+01,3.526700000000000159e+02,0.000000000000000000e+00,2.500000000000000000e+01
1.774999999999999911e+00,9.412000000000000455e+01,8.876000000000000512e+01,1.780000000000000071e+01,3.096699999999999875e+01,4.556999999999999886e+02,1.568999999999999950e+01,2.500000000000000000e+01
1.080000000000000071e+00,9.382999999999999829e+01,8.062999999999999545e+01,2.703000000000000114e+01,3.069999999999999929e+01,3.030699999999999932e+02,0.000000000000000000e+00,2.500000000000000000e+01
2.049999999999999822e+00,9.490999999999999659e+01,8.265000000000000568e+01,1.996699999999999875e+01,4.173299999999999699e+01,3.353700000000000045e+02,2.978999999999999915e+01,2.500000000000000000e+01
1.905000000000000027e+00,9.417000000000000171e+01,8.740000000000000568e+01,3.203000000000000114e+01,4.610000000000000142e+01,2.197299999999999898e+02,0.000000000000000000e+00,2.500000000000000000e+01
2.115000000000000213e+00,9.506000000000000227e+01,8.098000000000000398e+01,2.873300000000000054e+01,5.536699999999999733e+01,2.494300000000000068e+02,5.086999999999999744e+01,2.500000000000000000e+01
1.310000000000000053e+00,9.151999999999999602e+01,7.654000000000000625e+01,4.892999999999999972e+01,6.533299999999999841e+01,1.925000000000000000e+02,0.000000000000000000e+00,2.500000000000000000e+01
3.104999999999999982e+00,9.664000000000000057e+01,8.381999999999999318e+01,3.489999999999999858e+01,6.606699999999999307e+01,2.425999999999999943e+02,4.371999999999999886e+01,2.500000000000000000e+01
1.969999999999999973e+00,9.435999999999999943e+01,8.750000000000000000e+01,5.527000000000000313e+01,7.393300000000000693e+01,1.686299999999999955e+02,0.000000000000000000e+00,2.500000000000000000e+01
2.959999999999999964e+00,9.646999999999999886e+01,8.646999999999999886e+01,4.800000000000000000e+01,7.493300000000000693e+01,1.800000000000000000e+02,2.171000000000000085e+01,2.500000000000000000e+01
8.699999999999999956e-01,8.723000000000000398e+01,8.389000000000000057e+01,3.026999999999999957e+01,3.400000000000000000e+01,2.456999999999999886e+02,0.000000000000000000e+00,2.000000000000000000e+01
1.739999999999999991e+00,9.400000000000000000e+01,9.012000000000000455e+01,2.303300000000000125e+01,4.233299999999999841e+01,3.099300000000000068e+02,1.132000000000000028e+01,2.000000000000000000e+01
1.000000000000000000e+00,8.889000000000000057e+01,7.917000000000000171e+01,4.217000000000000171e+01,5.389999999999999858e+01,2.114000000000000057e+02,0.000000000000000000e+00,2.000000000000000000e+01
2.020000000000000018e+00,9.482999999999999829e+01,8.620999999999999375e+01,3.410000000000000142e+01,6.073299999999999699e+01,2.341299999999999955e+02,1.935000000000000142e+01,2.000000000000000000e+01
9.949999999999999956e-01,8.882999999999999829e+01,7.751999999999999602e+01,5.232999999999999829e+01,6.756699999999999307e+01,1.826299999999999955e+02,0.000000000000000000e+00,2.000000000000000000e+01
2.060000000000000053e+00,9.493000000000000682e+01,8.712000000000000455e+01,4.936699999999999733e+01,7.320000000000000284e+01,2.260300000000000011e+02,2.401999999999999957e+01,2.000000000000000000e+01
1.110000000000000098e+00,8.998999999999999488e+01,7.639000000000000057e+01,6.020000000000000284e+01,7.476699999999999591e+01,1.541999999999999886e+02,0.000000000000000000e+00,2.000000000000000000e+01
2.084999999999999964e+00,9.498999999999999488e+01,8.882999999999999829e+01,4.856700000000000017e+01,8.163299999999999557e+01,1.910999999999999943e+02,3.588000000000000256e+01,2.000000000000000000e+01
1.364999999999999991e+00,9.185999999999999943e+01,7.639000000000000057e+01,6.576999999999999602e+01,8.003300000000000125e+01,1.371699999999999875e+02,0.000000000000000000e+00,2.000000000000000000e+01
2.424999999999999822e+00,9.568999999999999773e+01,8.437999999999999545e+01,6.203300000000000125e+01,8.696699999999999875e+01,1.563300000000000125e+02,3.295000000000000284e+01,2.000000000000000000e+01
